,Исходный текст,Распознанный текст,Предсказанная группа,Уверенность (%),Результат,Русских букв,Латинских букв,Цифр
800,Кальций ионизированный_2,Кальций ионизированн,кальций,95.24,🟠 Частичное совпадение,19,0,0
801,Кальций ионизированный_3,льций ионизированный,кальций,95.24,🟠 Частичное совпадение,19,0,0
802,Кальций ионизированный_4,КальциЙ ионизированный,кальций,100.00,✔️ Полное совпадение,21,0,0
803,Кальций ионизированный_5,Кальций ионизировaнный,кальций,100.00,✔️ Полное совпадение,20,1,0
804,Кальций ионизированный_6,Кальций ионизирОванный,кальций,100.00,✔️ Полное совпадение,21,0,0
805,Кальций ионизированный_7,альций ионизированный,кальций,97.67,🟠 Частичное совпадение,20,0,0
806,Calcium_0,Calciu,кальций,92.31,🟠 Частичное совпадение,0,6,0
807,Calcium_1,alc ium,кальций,85.71,🟠 Частичное совпадение,0,6,0
808,Calcium_2,CalciUm,кальций,100.00,✔️ Полное совпадение,0,7,0
809,Calcium_3,C alciu,кальций,85.71,🟠 Частичное совпадение,0,6,0
810,Calcium_5,alcium,кальций,92.31,🟠 Частичное совпадение,0,6,0
811,Calcium_6,Calcim,кальций,92.31,🟠 Частичное совпадение,0,6,0
812,Calcium_7,C alci,кальций,76.92,🟠 Частичное совпадение,0,5,0
813,Ca_0,CA,кальций,100.00,✔️ Полное совпадение,0,2,0
814,Ca_2,Cа,-,0.00,❌ Неверное совпадение,1,1,0
815,Калий_0,Каий,калий,88.89,🟠 Частичное совпадение,4,0,0
816,Калий_1,Кали,калий,88.89,🟠 Частичное совпадение,4,0,0
817,Калий_2,КалиЙ,калий,100.00,✔️ Полное совпадение,5,0,0
818,Калий_3,алий,калий,88.89,🟠 Частичное совпадение,4,0,0
819,Калий_4,КалИй,калий,100.00,✔️ Полное совпадение,5,0,0
820,Калий_6,КаЛий,калий,100.00,✔️ Полное совпадение,5,0,0
821,Калий_7,Кaлий,калий,100.00,✔️ Полное совпадение,4,1,0
822,Potassium_0,PotassiuM,калий,100.00,✔️ Полное совпадение,0,9,0
823,Potassium_1,Potass iu,калий,88.89,🟠 Частичное совпадение,0,8,0
824,Potassium_2,Ptassium,калий,94.12,🟠 Частичное совпадение,0,8,0
825,Potassium_3,Potas sium,калий,94.74,🟠 Частичное совпадение,0,9,0
826,Potassium_4,PotasSium,калий,100.00,✔️ Полное совпадение,0,9,0
827,Potassium_5,Potassi,калий,87.50,🟠 Частичное совпадение,0,7,0
828,Potassium_7,Poassium,калий,94.12,🟠 Частичное совпадение,0,8,0
829,K_0,k,калий,100.00,✔️ Полное совпадение,0,1,0
830,Натрий_0,Нарий,натрий,90.91,🟠 Частичное совпадение,5,0,0
831,Натрий_1,НатРий,натрий,100.00,✔️ Полное совпадение,6,0,0
832,Натрий_2,Натри,натрий,90.91,🟠 Частичное совпадение,5,0,0
833,Натрий_3,НАтрий,натрий,100.00,✔️ Полное совпадение,6,0,0
834,Натрий_4,Н атрий,натрий,92.31,🟠 Частичное совпадение,6,0,0
835,Натрий_5,натрий,натрий,100.00,✔️ Полное совпадение,6,0,0
836,Sodium_1,So dium,натрий,92.31,🟠 Частичное совпадение,0,6,0
837,Sodium_2,sodium,натрий,100.00,✔️ Полное совпадение,0,6,0
838,Sodium_3,Sod ium,натрий,92.31,🟠 Частичное совпадение,0,6,0
839,Sodium_4,Sоdium,натрий,100.00,✔️ Полное совпадение,1,5,0
840,Sodium_5,odium,натрий,90.91,🟠 Частичное совпадение,0,5,0
841,Sodium_6,SodiuM,натрий,100.00,✔️ Полное совпадение,0,6,0
842,Na_0,Nа,-,0.00,❌ Неверное совпадение,1,1,0
843,Na_2,NA,натрий,100.00,✔️ Полное совпадение,0,2,0
844,Хлор_0,Хлoр,хлор,100.00,✔️ Полное совпадение,3,1,0
845,Хлор_1,Х лор,хлор,88.89,🟠 Частичное совпадение,4,0,0
846,Хлор_2,ХлОр,хлор,100.00,✔️ Полное совпадение,4,0,0
847,Хлор_3,лор,хлор,85.71,🟠 Частичное совпадение,3,0,0
848,Хлор_5,Хлоp,хлор,100.00,✔️ Полное совпадение,3,1,0
849,Хлор_6,Хло,хлор,85.71,🟠 Частичное совпадение,3,0,0
850,Хлориды_0,Хло риды,хлор,93.33,🟠 Частичное совпадение,7,0,0
851,Хлориды_1,Хл ориды,хлор,93.33,🟠 Частичное совпадение,7,0,0
852,Хлориды_2,Хлорид,хлор,92.31,🟠 Частичное совпадение,6,0,0
853,Хлориды_4,Хлорды,хлор,92.31,🟠 Частичное совпадение,6,0,0
854,Хлориды_5,ХлорИды,хлор,100.00,✔️ Полное совпадение,7,0,0
855,Хлориды_6,Хлоpиды,хлор,100.00,✔️ Полное совпадение,6,1,0
856,Хлориды_7,Хлор иды,хлор,93.33,🟠 Частичное совпадение,7,0,0
857,Chloride_0,hlorie,хлор,85.71,🟠 Частичное совпадение,0,6,0
858,Chloride_2,Chlor ide,хлор,94.12,🟠 Частичное совпадение,0,8,0
859,Chloride_3,Cloride,хлор,93.33,🟠 Частичное совпадение,0,7,0
860,Chloride_4,C hloride,хлор,94.12,🟠 Частичное совпадение,0,8,0
861,Chloride_5,ChloriDe,хлор,100.00,✔️ Полное совпадение,0,8,0
862,Chloride_6,Chlorie,хлор,93.33,🟠 Частичное совпадение,0,7,0
863,Chloride_7,hloride,хлор,93.33,🟠 Частичное совпадение,0,7,0
864,Cl_0,cl,хлор,100.00,✔️ Полное совпадение,0,2,0
865,Cl_1,CL,хлор,100.00,✔️ Полное совпадение,0,2,0
866,Железо_0,Жeлезо,железо,100.00,✔️ Полное совпадение,5,1,0
867,Железо_1,Жеезо,железо,90.91,🟠 Частичное совпадение,5,0,0
868,Железо_2,ЖеЛезо,железо,100.00,✔️ Полное совпадение,6,0,0
869,Железо_3,Желез,железо,90.91,🟠 Частичное совпадение,5,0,0
870,Железо_4,Жел езо,железо,92.31,🟠 Частичное совпадение,6,0,0
871,Железо_5,ЖелезО,железо,100.00,✔️ Полное совпадение,6,0,0
872,Железо_7,Жлезо,железо,90.91,🟠 Частичное совпадение,5,0,0
873,Сывороточное железо_0,Сывороточное желзо,железо,97.30,🟠 Частичное совпадение,17,0,0
874,Сывороточное железо_1,Сыворoточное железо,железо,100.00,✔️ Полное совпадение,17,1,0
875,Сывороточное железо_2,Сывороточ ное елезо,железо,94.74,🟠 Частичное совпадение,17,0,0
876,Сывороточное железо_3,ывороточное железо,железо,97.30,🟠 Частичное совпадение,17,0,0
877,Сывороточное железо_4,Свороточное желез,железо,94.44,🟠 Частичное совпадение,16,0,0
878,Сывороточное железо_5,ороточное железо,железо,91.43,🟠 Частичное совпадение,15,0,0
879,Сывороточное железо_6,Сыворотоное железо,железо,97.30,🟠 Частичное совпадение,17,0,0
880,Iron_1,Iro,железо,85.71,🟠 Частичное совпадение,0,3,0
881,Iron_2,Ion,железо,85.71,🟠 Частичное совпадение,0,3,0
882,Iron_3,IroN,железо,100.00,✔️ Полное совпадение,0,4,0
883,Iron_4,IRon,железо,100.00,✔️ Полное совпадение,0,4,0
884,Iron_5,I ron,железо,88.89,🟠 Частичное совпадение,0,4,0
885,Iron_6,Ir on,железо,88.89,🟠 Частичное совпадение,0,4,0
886,Iron_7,iron,железо,100.00,✔️ Полное совпадение,0,4,0
887,Fe_0,fe,железо,100.00,✔️ Полное совпадение,0,2,0
888,Fe_1,Fе,-,0.00,❌ Неверное совпадение,1,1,0
889,Ферритин_0,Феритин,ферритин,93.33,🟠 Частичное совпадение,7,0,0
890,Ферритин_1,Фе рритин,ферритин,94.12,🟠 Частичное совпадение,8,0,0
891,Ферритин_2,ФеРритин,ферритин,100.00,✔️ Полное совпадение,8,0,0
892,Ферритин_4,Ферри тин,ферритин,94.12,🟠 Частичное совпадение,8,0,0
893,Ферритин_5,Фер риин,ферритин,87.50,🟠 Частичное совпадение,7,0,0
894,Ферритин_6,Фер ритин,ферритин,94.12,🟠 Частичное совпадение,8,0,0
895,Ферритин_7,ритин,ферритин,76.92,🟠 Частичное совпадение,5,0,0
896,Ferritin_0,rritin,ферритин,85.71,🟠 Частичное совпадение,0,6,0
897,Ferritin_2,errit in,ферритин,87.50,🟠 Частичное совпадение,0,7,0
898,Ferritin_3,Ferriin,ферритин,93.33,🟠 Частичное совпадение,0,7,0
899,Ferritin_4,ferritin,ферритин,100.00,✔️ Полное совпадение,0,8,0
900,Ferritin_5,Ferrtin,ферритин,93.33,🟠 Частичное совпадение,0,7,0
901,Ferritin_6,FerrItin,ферритин,100.00,✔️ Полное совпадение,0,8,0
902,Ferritin_7,erritin,ферритин,93.33,🟠 Частичное совпадение,0,7,0
903,Трансферрин_0,Тpансферрин,трансферрин,100.00,✔️ Полное совпадение,10,1,0
904,Трансферрин_1,Трансферри,трансферрин,95.24,🟠 Частичное совпадение,10,0,0
905,Трансферрин_2,Тра нсферрн,трансферрин,90.91,🟠 Частичное совпадение,10,0,0
906,Трансферрин_4,Тра нсферрин,трансферрин,95.65,🟠 Частичное совпадение,11,0,0
907,Трансферрин_5,ТрансфЕрри,трансферрин,95.24,🟠 Частичное совпадение,10,0,0
908,Трансферрин_6,ансферрин,трансферрин,90.00,🟠 Частичное совпадение,9,0,0
909,Трансферрин_7,Трaнсферрин,трансферрин,100.00,✔️ Полное совпадение,10,1,0
910,Transferrin_0,Transferin,трансферрин,95.24,🟠 Частичное совпадение,0,10,0
911,Transferrin_1,Transferr,трансферрин,90.00,🟠 Частичное совпадение,0,9,0
912,Transferrin_3,Transfe rrin,трансферрин,95.65,🟠 Частичное совпадение,0,11,0
913,Transferrin_4,Trasferrin,трансферрин,95.24,🟠 Частичное совпадение,0,10,0
914,Transferrin_5,Tranferri,трансферрин,90.00,🟠 Частичное совпадение,0,9,0
915,Transferrin_6,Transferri,трансферрин,95.24,🟠 Частичное совпадение,0,10,0
916,Transferrin_7,transferr,трансферрин,90.00,🟠 Частичное совпадение,0,9,0
917,Витамин 25(OH) D_0,D Витамин Z5(OH),витамин d,75.00,❌ Неверное совпадение,7,4,1
918,Витамин 25(OH) D_1,Витамн 25(OH) D,витамин d,90.32,❌ Неверное совпадение,6,3,2
919,Витамин 25(OH) D_2,Виамин 25(OH) D,витамин d,90.32,❌ Неверное совпадение,6,3,2
920,Витамин 25(OH) D_3,Витамин 25(OH)D,витамин d,90.32,❌ Неверное совпадение,7,3,2
921,Витамин 25(OH) D_4,Витамин2(OH) D,витамин d,86.67,❌ Неверное совпадение,7,3,1
922,Витамин 25(OH) D_6,Витамин 25(H) D,витамин d,96.77,❌ Неверное совпадение,7,2,2
923,Витамин 25(OH) D_7,Витамин 25(OH) ,витамин d,86.67,❌ Неверное совпадение,7,2,2
924,25-OH витамин D_0,25-OH вит амин D,витамин d,90.32,❌ Неверное совпадение,7,3,2
925,25-OH витамин D_1, 25-OH витамин,витамин d,85.71,❌ Неверное совпадение,7,2,2
926,25-OH витамин D_2,25-OH ви тамин D,витамин d,90.32,❌ Неверное совпадение,7,3,2
927,25-OH витамин D_4,25-OH витамин,витамин d,85.71,❌ Неверное совпадение,7,2,2
928,25-OH витамин D_5,25-OH витамин ,витамин d,85.71,❌ Неверное совпадение,7,2,2
929,25-OH витамин D_6,25-H витамин D,витамин d,96.55,❌ Неверное совпадение,7,2,2
930,25-OH витамин D_7,25-OH втамин D,витамин d,89.66,❌ Неверное совпадение,6,3,2
931,25-Hydroxyvitamin D_0,25-Hydroxyvitamin,витамин d,94.44,🟠 Частичное совпадение,0,14,2
932,25-Hydroxyvitamin D_1,5-Hydroxyvitamin D,витамин d,97.30,🟠 Частичное совпадение,0,15,1
933,25-Hydroxyvitamin D_2,25-Hydroxy vitamin D,витамин d,97.44,🟠 Частичное совпадение,0,15,2
934,25-Hydroxyvitamin D_3,25-Hydroxyvitam in D,витамин d,97.44,🟠 Частичное совпадение,0,15,2
935,25-Hydroxyvitamin D_4,25-Hydroxуvitamin D,витамин d,100.00,✔️ Полное совпадение,1,14,2
936,25-Hydroxyvitamin D_5,25Hydroxyvitamin D,витамин d,97.30,🟠 Частичное совпадение,0,15,2
937,25-Hydroxyvitamin D_7,25-Hyroxyvitamin D,витамин d,97.30,🟠 Частичное совпадение,0,14,2
938,Витамин D3_0,итамиН D3,витамин d,94.74,🟠 Частичное совпадение,6,1,1
939,Витамин D3_1,Витами н D3,витамин d,95.24,🟠 Частичное совпадение,7,1,1
940,Витамин D3_2,ВитАмин D3,витамин d,100.00,✔️ Полное совпадение,7,1,1
941,Витамин D3_3,ВитаминD3,витамин d,94.74,🟠 Частичное совпадение,7,1,1
942,Витамин D3_4,ВитаМин D3,витамин d,100.00,✔️ Полное совпадение,7,1,1
943,Витамин D3_5,Витаин D3,витамин d,94.74,🟠 Частичное совпадение,6,1,1
944,Витамин D3_6,ВитамиD3,витамин d,88.89,🟠 Частичное совпадение,6,1,1
945,Холекальциферол_0,Холекальциферо,витамин d,96.55,🟠 Частичное совпадение,14,0,0
946,Холекальциферол_1,ХоЛекальциферол,витамин d,100.00,✔️ Полное совпадение,15,0,0
947,Холекальциферол_2,ХoлеКальциферол,витамин d,100.00,✔️ Полное совпадение,14,1,0
948,Холекальциферол_3,Холека льциферол,витамин d,96.77,🟠 Частичное совпадение,15,0,0
949,Холекальциферол_4,ХолЕкальцифер,витамин d,92.86,🟠 Частичное совпадение,13,0,0
950,Холекальциферол_5,Холеальциферол,витамин d,96.55,🟠 Частичное совпадение,14,0,0
951,Холекальциферол_6,Холекальцифер ол,витамин d,96.77,🟠 Частичное совпадение,15,0,0
952,Магний_0,Магни,магний,90.91,🟠 Частичное совпадение,5,0,0
953,Магний_1,агний,магний,90.91,🟠 Частичное совпадение,5,0,0
954,Магний_2,МаГний,магний,100.00,✔️ Полное совпадение,6,0,0
955,Магний_3,МагниЙ,магний,100.00,✔️ Полное совпадение,6,0,0
956,Магний_4,Магий,магний,90.91,🟠 Частичное совпадение,5,0,0
957,Magnesium_0,Magnes ium,магний,94.74,🟠 Частичное совпадение,0,9,0
958,Magnesium_2,Magnesum,магний,94.12,🟠 Частичное совпадение,0,8,0
959,Magnesium_3,M agnesium,магний,94.74,🟠 Частичное совпадение,0,9,0
960,Magnesium_4,Ma gnesium,магний,94.74,🟠 Частичное совпадение,0,9,0
961,Magnesium_5,Magnesiu,магний,94.12,🟠 Частичное совпадение,0,8,0
962,Magnesium_6,MagNesium,магний,100.00,✔️ Полное совпадение,0,9,0
963,Magnesium_7,Mag nesium,магний,94.74,🟠 Частичное совпадение,0,9,0
964,Mg_0,MG,магний,100.00,✔️ Полное совпадение,0,2,0
965,Mg_2,mg,магний,100.00,✔️ Полное совпадение,0,2,0
966,Фосфор_0,Фо сфор,фосфор,92.31,🟠 Частичное совпадение,6,0,0
967,Фосфор_1,Фоcфор,фосфор,100.00,✔️ Полное совпадение,5,1,0
968,Фосфор_3,ФосФор,фосфор,100.00,✔️ Полное совпадение,6,0,0
969,Фосфор_4,Фосфoр,фосфор,100.00,✔️ Полное совпадение,5,1,0
970,Фосфор_5,Ф осфор,фосфор,92.31,🟠 Частичное совпадение,6,0,0
971,Фосфор_6,осфор,фосфор,90.91,🟠 Частичное совпадение,5,0,0
972,Фосфор_7,ФоСфор,фосфор,100.00,✔️ Полное совпадение,6,0,0
973,Phosphorus_0,Phosphors,фосфор,94.74,🟠 Частичное совпадение,0,9,0
974,Phosphorus_1,Pho sphorus,фосфор,95.24,🟠 Частичное совпадение,0,10,0
975,Phosphorus_2,hosphorus,фосфор,94.74,🟠 Частичное совпадение,0,9,0
976,Phosphorus_3,Phosphor us,фосфор,95.24,🟠 Частичное совпадение,0,10,0
977,Phosphorus_4,Posphorus,фосфор,94.74,🟠 Частичное совпадение,0,9,0
978,Phosphorus_5,Phosp horus,фосфор,95.24,🟠 Частичное совпадение,0,10,0
979,Phosphorus_6,Phosphous,фосфор,94.74,🟠 Частичное совпадение,0,9,0
980,P_1,p,фосфор,100.00,✔️ Полное совпадение,0,1,0
981,Цинк_0,Цик,цинк,85.71,🟠 Частичное совпадение,3,0,0
982,Цинк_2,Ци нк,цинк,88.89,🟠 Частичное совпадение,4,0,0
983,Цинк_3,Цинk,цинк,100.00,✔️ Полное совпадение,3,1,0
984,Цинк_4,Цин,цинк,85.71,🟠 Частичное совпадение,3,0,0
985,Цинк_5,Ц инк,цинк,88.89,🟠 Частичное совпадение,4,0,0
986,Цинк_6,ЦИнк,цинк,100.00,✔️ Полное совпадение,4,0,0
987,Цинк_7,инк,цинк,85.71,🟠 Частичное совпадение,3,0,0
988,Zinc_0,Zic,цинк,85.71,🟠 Частичное совпадение,0,3,0
989,Zinc_1,ZinC,цинк,100.00,✔️ Полное совпадение,0,4,0
990,Zinc_2,Z inc,цинк,88.89,🟠 Частичное совпадение,0,4,0
991,Zinc_3,Zin,цинк,85.71,🟠 Частичное совпадение,0,3,0
992,Zinc_4,zinc,цинк,100.00,✔️ Полное совпадение,0,4,0
993,Zinc_6,inc,цинк,85.71,🟠 Частичное совпадение,0,3,0
994,Zn_0,zn,цинк,100.00,✔️ Полное совпадение,0,2,0
995,Селен_0,Селeн,селен,100.00,✔️ Полное совпадение,4,1,0
996,Селен_1,С елен,селен,90.91,🟠 Частичное совпадение,5,0,0
997,Селен_2,Селн,селен,88.89,🟠 Частичное совпадение,4,0,0
998,Селен_3,Селе,селен,88.89,🟠 Частичное совпадение,4,0,0
999,Селен_5,Сел ен,селен,90.91,🟠 Частичное совпадение,5,0,0
1000,Селен_6,СелеН,селен,100.00,✔️ Полное совпадение,5,0,0
1001,Селен_7,СеЛен,селен,100.00,✔️ Полное совпадение,5,0,0
1002,Selenium_0,SeleniuM,селен,100.00,✔️ Полное совпадение,0,8,0
1003,Selenium_1,5elenium,селен,87.50,🟠 Частичное совпадение,0,7,1
1004,Selenium_2,elenium,селен,93.33,🟠 Частичное совпадение,0,7,0
1005,Selenium_3,Selnium,селен,93.33,🟠 Частичное совпадение,0,7,0
1006,Selenium_5,enium,селен,76.92,🟠 Частичное совпадение,0,5,0
1007,Selenium_6,SelEn ium,селен,94.12,🟠 Частичное совпадение,0,8,0
1008,Selenium_7,Selеnium,селен,100.00,✔️ Полное совпадение,1,7,0
1009,Se_1,Sе,-,0.00,❌ Неверное совпадение,1,1,0
1010,Медь_0,М едь,медь,88.89,🟠 Частичное совпадение,4,0,0
1011,Медь_1,Ме дь,медь,88.89,🟠 Частичное совпадение,4,0,0
1012,Медь_2,Меь,медь,85.71,🟠 Частичное совпадение,3,0,0
1013,Медь_4,Мдь,медь,85.71,🟠 Частичное совпадение,3,0,0
1014,Медь_5,едь,медь,85.71,🟠 Частичное совпадение,3,0,0
1015,Медь_6,МеДь,медь,100.00,✔️ Полное совпадение,4,0,0
1016,Медь_7,Мед,медь,85.71,🟠 Частичное совпадение,3,0,0
1017,Copper_0,COpper,медь,100.00,✔️ Полное совпадение,0,6,0
1018,Copper_1,C opper,медь,92.31,🟠 Частичное совпадение,0,6,0
1019,Copper_3,Coppe,медь,90.91,🟠 Частичное совпадение,0,5,0
1020,Copper_4,Copp er,медь,92.31,🟠 Частичное совпадение,0,6,0
1021,Copper_5,Coper,медь,90.91,🟠 Частичное совпадение,0,5,0
1022,Copper_6,Coppr,медь,90.91,🟠 Частичное совпадение,0,5,0
1023,Copper_7,Coppеr,медь,100.00,✔️ Полное совпадение,1,5,0
1024,Cu_0,CU,медь,100.00,✔️ Полное совпадение,0,2,0
1025,Cu_1,cu,медь,100.00,✔️ Полное совпадение,0,2,0
